DATA,MENSAGEM,CLIENTE,TIPO DE SERVIÇO,EDITOR,FREQUÊNCIA,Dias até o Alarme
2025-03-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,286
2025-03-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,287
2025-03-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,288
2025-03-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,289
2025-03-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,290
2025-03-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,291
2025-03-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,292
2025-03-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,293
2025-03-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,294
2025-03-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,295
2025-03-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,296
2025-03-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,297
2025-03-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,298
2025-03-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,299
2025-03-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,300
2025-03-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,301
2025-03-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,302
2025-03-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,303
2025-03-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,304
2025-03-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,305
2025-03-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,306
2025-03-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,307
2025-03-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,308
2025-03-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,309
2025-03-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,310
2025-03-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,311
2025-03-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,312
2025-03-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,313
2025-03-31,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,314
2025-04-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,315
2025-04-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,316
2025-04-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,317
2025-04-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,318
2025-04-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,319
2025-04-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,320
2025-04-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,321
2025-04-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,322
2025-04-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,323
2025-04-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,324
2025-04-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,325
2025-04-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,326
2025-04-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,327
2025-04-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,328
2025-04-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,329
2025-04-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,330
2025-04-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,331
2025-04-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,332
2025-04-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,333
2025-04-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,334
2025-04-21,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,335
2025-04-22,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,336
2025-04-23,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,337
2025-04-24,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,338
2025-04-25,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,339
2025-04-26,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,340
2025-04-27,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,341
2025-04-28,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,342
2025-04-29,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,343
2025-04-30,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,344
2025-05-01,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,345
2025-05-02,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,346
2025-05-03,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,347
2025-05-04,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,348
2025-05-05,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,349
2025-05-06,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,350
2025-05-07,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,351
2025-05-08,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,352
2025-05-09,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,353
2025-05-10,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,354
2025-05-11,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,355
2025-05-12,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,356
2025-05-13,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,357
2025-05-14,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,358
2025-05-15,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,359
2025-05-16,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,360
2025-05-17,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,361
2025-05-18,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,362
2025-05-19,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,363
2025-05-20,FINALIZE A EDICAO DESTE VIDEO!,sfsdfsdfsd,sdfsfsdfsdfs,sdfsdfs,Diário,364
